date,open,high,low,close,volume,amount,eos_price,prediction,q10,q20,q30,q40,q50,q60,q70,q80,q90,oct1,oct2,oct3,oct4,oct5,oct6,oct7,rel_interval_width,forecast_slope,ground_truth,pred,pred_proba,lab,meta_label
2025-09-20 11:00:00,115747.54,115909.54,115747.54,115894.06,242.77605,28120629.5180236,115894.06,117012.54,117012.54,117012.54,117012.54,117012.54,117012.54,117012.54,117012.54,117012.54,117012.54,117012.5390625,117012.5390625,117012.5390625,117012.5390625,117012.5390625,117012.5390625,117012.5390625,0.0,2.188941122503688e-11,115711.51,1.0,1.0,0.0,0.0
2025-09-20 12:00:00,115894.05,115950.89,115804.47,115874.49,155.45643,18013025.618523,115874.49,117006.47,117006.47,117006.47,117006.47,117006.47,117006.47,117006.47,117006.47,117006.47,117006.47,117006.46875,117006.46875,117006.46875,117006.46875,117006.46875,117006.46875,117006.46875,0.0,2.0035915879645706e-11,115702.0,1.0,1.0,0.0,0.0
2025-09-20 13:00:00,115874.5,115951.96,115859.48,115915.8,123.96705,14368168.2677413,115915.8,116996.59,116996.59,116996.59,116996.59,116996.59,116996.59,116996.59,116996.59,116996.59,116996.59,116996.59375,116996.59375,116996.59375,116996.59375,116996.59375,116996.59375,116996.59375,0.0,2.2807188881133635e-11,115721.1,1.0,1.0,0.0,0.0
2025-09-20 14:00:00,115915.79,116036.0,115883.3,115970.36,209.62425,24305689.2122073,115970.36,116986.9,116986.9,116986.9,116986.9,116986.9,116986.9,116986.9,116986.9,116986.9,116986.9,116986.8984375,116986.8984375,116986.8984375,116986.8984375,116986.8984375,116986.8984375,116986.8984375,0.0,1.601010134184989e-11,115786.31,1.0,1.0,0.0,0.0
2025-09-20 15:00:00,115970.36,116121.81,115946.91,115986.69,347.86651,40367689.0365746,115986.69,116977.82,116977.82,116977.82,116977.82,116977.82,116977.82,116977.82,116977.82,116977.82,116977.82,116977.8203125,116977.8203125,116977.8203125,116977.8203125,116977.8203125,116977.8203125,116977.8203125,0.0,30.494698660735203,115776.06,1.0,1.0,0.0,0.0
2025-09-20 16:00:00,115986.7,116057.24,115882.58,116027.94,226.24762,26240755.248662,116027.94,116968.586,116968.586,116968.586,116968.586,116968.586,116968.586,116968.586,116968.586,116968.586,116968.586,116968.5859375,116968.5859375,116968.5859375,116968.5859375,116968.5859375,116968.5859375,116968.5859375,0.0,2.0783942554257125e-11,115685.63,1.0,1.0,0.0,0.0
2025-09-20 17:00:00,116027.95,116079.46,115817.28,115821.72,189.06923,21917689.9130673,115821.72,116957.78,116957.78,116957.78,116957.78,116957.78,116957.78,116957.78,116957.78,116957.78,116957.78,116957.78125,116957.78125,116957.78125,116957.78125,116957.78125,116957.78125,116957.78125,0.0,1.6803683865724563e-11,115660.01,1.0,1.0,0.0,0.0
2025-09-20 18:00:00,115821.73,115821.73,115700.0,115711.51,191.99051,22221824.6701967,115711.51,116948.31,116948.31,116948.31,116948.31,116948.31,116948.31,117119.04,117289.766,117460.5,117631.23,116948.3125,116948.3125,116948.3125,116948.3125,117161.72265625,117375.1328125,117588.54296875,0.005912675865800866,1.7469602407322964e-11,115500.0,1.0,1.0,0.0,0.0
2025-09-20 19:00:00,115711.51,115812.62,115698.08,115702.0,290.9007,33668791.478692,115702.0,116937.6,116937.6,116937.6,116937.6,116937.6,116937.6,116937.6,116937.6,116937.6,116937.6,116937.6015625,116937.6015625,116937.6015625,116937.6015625,116937.6015625,116937.6015625,116937.6015625,0.0,1.3414374759514497e-11,115690.76,1.0,1.0,0.0,0.0
2025-09-20 20:00:00,115702.0,115789.57,115689.91,115721.1,163.21635,18891408.5089258,115721.1,116926.82,116926.82,116926.82,116926.82,116926.82,116926.82,116926.82,116926.82,116926.82,116926.82,116926.8203125,116926.8203125,116926.8203125,116926.8203125,116926.8203125,116926.8203125,116926.8203125,0.0,1.3390572190820316e-11,115669.41,1.0,1.0,0.0,0.0
2025-09-20 21:00:00,115721.1,115944.7,115721.1,115786.31,200.3631,23208180.2855888,115786.31,116920.3,116920.3,116920.3,116920.3,116920.3,116920.3,116920.3,116920.3,116920.3,116920.3,116920.296875,116920.296875,116920.296875,116920.296875,116920.296875,116920.296875,116920.296875,0.0,1.6288845595189556e-11,115494.23,1.0,1.0,0.0,0.0
2025-09-20 22:00:00,115786.3,115796.54,115742.14,115776.06,169.22355,19590578.1243171,115776.06,116914.29,116914.29,116914.29,116914.29,116914.29,116914.29,116914.29,116914.29,116914.29,116914.29,116914.2890625,116914.2890625,116914.2890625,116914.2890625,116914.2890625,116914.2890625,116914.2890625,0.0,1.6464274305893067e-11,115663.48,1.0,1.0,0.0,0.0
2025-09-20 23:00:00,115776.06,115776.06,115603.42,115685.63,137.43212,15898850.1311384,115685.63,116898.414,116898.414,116898.414,116898.414,116898.414,116898.414,116898.414,116898.414,116898.414,116898.414,116898.4140625,116898.4140625,116898.4140625,116898.4140625,116898.4140625,116898.4140625,116898.4140625,0.0,30.47405133929709,115687.2,1.0,1.0,0.0,0.0
2025-09-21 00:00:00,115685.63,115732.94,115559.97,115660.01,204.93197,23699016.6774874,115660.01,116880.836,116880.836,116880.836,116880.836,116880.836,116880.836,116880.836,116880.836,116880.836,116880.836,116880.8359375,116880.8359375,116880.8359375,116880.8359375,116880.8359375,116880.8359375,116880.8359375,0.0,-30.469587053558733,115815.97,1.0,1.0,1.0,1.0
2025-09-21 01:00:00,115660.01,115660.01,115500.0,115500.0,193.04313,22308946.2413404,115500.0,116862.3,116862.3,116862.3,116862.3,116862.3,116862.3,117032.9,117203.5,117374.1,117544.7,116862.296875,116862.296875,116862.296875,116862.296875,117075.548828125,117288.80078125,117502.052734375,0.005901657101641794,182.78738839288056,115629.6,1.0,1.0,1.0,1.0
2025-09-21 02:00:00,115500.01,115700.0,115441.83,115690.76,321.18986,37116906.3517266,115690.76,116849.24,116849.24,116849.24,116849.24,116849.24,116849.24,117019.83,117190.41,117360.99,117531.57,116849.2421875,116849.2421875,116849.2421875,116849.2421875,117062.470703125,117275.69921875,117488.927734375,0.005898229990195667,1.4936355701345414e-11,115683.54,1.0,1.0,0.0,0.0
2025-09-21 03:00:00,115690.76,115723.43,115616.38,115669.41,199.89426,23119978.5977133,115669.41,116839.414,116839.414,116839.414,116839.414,116839.414,116839.414,116839.414,116839.414,116839.414,116839.414,116839.4140625,116839.4140625,116839.4140625,116839.4140625,116839.4140625,116839.4140625,116839.4140625,0.0,1.7819351419487732e-11,115522.31,1.0,1.0,0.0,0.0
2025-09-21 04:00:00,115669.42,115669.42,115494.22,115494.23,121.47731,14036679.5482784,115494.23,116829.77,116829.77,116829.77,116829.77,116829.77,116829.77,116829.77,116829.77,116829.77,116829.77,116829.7734375,116829.7734375,116829.7734375,116829.7734375,116829.7734375,116829.7734375,116829.7734375,0.0,304.5619419643046,115603.45,1.0,1.0,0.0,0.0
2025-09-21 05:00:00,115494.23,115663.49,115487.56,115663.48,237.18676,27406761.0894541,115663.48,116823.13,116823.13,116823.13,116823.13,116823.13,116823.13,116823.13,116823.13,116823.13,116823.13,116823.1328125,116823.1328125,116823.1328125,116823.1328125,116823.1328125,116823.1328125,116823.1328125,0.0,91.36272321430037,115683.59,1.0,1.0,0.0,0.0
2025-09-21 06:00:00,115663.48,115787.39,115663.48,115687.2,201.84931,23363568.3081893,115687.2,116817.34,116817.34,116817.34,116817.34,116817.34,116817.34,116987.88,117158.414,117328.95,117499.484,116817.34375,116817.34375,116817.34375,116817.34375,117030.513671875,117243.68359375,117456.853515625,0.005897725175112062,60.905691964298256,115661.65,1.0,1.0,0.0,0.0
